score,comment,afinn_score,vader_score,k10
8.4,"The facilities were good, but it was an old resort.
I went to remodeled, but the room was the same as the old room ...
It was a waste to give 200,000 won",5.0,0.5106,4
9.2,"It was so clean that I was remodeled so much, but it was so nice.",5.0,0.8003,2
7.6,"The rooms are a bit aging
Recommended to remodel
The promenade is very well managed
Convenience facilities such as underground convenience stores are also good",5.0,0.7264,0
10.0,It's clean and good for family trips,5.0,0.6808,5
10.0,"In Jeju Island, which was in the rainy season, I had a good rest with a two -year -old baby.I showed a fairy tale book in a children's bookstore in the lobby floor, and I used Ashley breakfast/dinner.It was a satisfactory trip to Jeju Island.",0.0,0.6369,7
7.6,"There are many traces of old years.
Still, the class and location convenience are good ~",3.0,0.4404,8
4.8,"First of all, there is a lot of money here.Even if you add a blanket, you can pay for the swimming pool.There is no such thing as a bed guard, so I can't borrow it.The overall hygiene is Lenovation, so I like it.However, the corridor noise is good and there is some noise between floors.
Recommended for other accommodations at similar prices",5.0,0.6532,4
10.0,"The room condition is so good and clean
Most of all, it was so nice
thank you!",10.0,0.9245,5
4.8,"Even if you show the confirmation of Agoda, you can't check for more than 20 minutes.
I ate all the water I received on the first day, but I asked for one more bottle.
Overall, it was a hostel that didn't feel good.",3.0,-0.4782,7
10.0,"I stayed together and stayed with a baby's house.
I liked the garden walking course in the resort as well as the room condition and additional facilities!",2.0,0.636,3
7.6,"I knew it was old and chose
There was a renewed room, but it wasn't ondol, so it was an old look, but I remembered it as a child.
First of all, I had a child, so I chose it as an ondol room.
I was assigned the second floor, but the parking lot was so close that I was lying on the floor and looking at the window to see the wonderful Hallasan.
Each room has a laundry drying rack
You can wash it at an underground convenience store and leave it in the drying rack.
The laundry room can only be used in cash, but there is no place to pick a bill.
Or exchanged cash at the front
If you want to use the laundry room, please take cash

The inconvenience of using a total of 4 nights was not except the laundry room.

The pool was also so good.There is also a life jacket for infants, so I rented it.It's old but my role.

Above all, the best thing about this resort is
Garden & promenade
When my son went out to the lobby all the time, my son was forced to walk around.
The view is so good because it is Olle 7 -gil
I think it's better to swim for a day and walk around the resort.
I want to go again next year
The front staff were so kind.
It was a property that was so satisfying",13.0,0.9756,1
9.2,It was the best of the accommodation in Jeju Island.,3.0,0.6369,7
10.0,"I only chose this accommodation by looking at the scenery seen in the room.The choice was great and it was a lodging to find the stability of the mind.There is also a very delicious gimbap restaurant around you!In addition, 10000% intention",6.0,0.855,0
10.0,"I traveled to my family for two nights and three days.
I also liked the accommodation and the renewed rooms were spacious and clean.

I am satisfied with the price.
100%doctor",7.0,0.8074,0
9.6,"Due to the nature of Jeju, it was inconvenient to use the restaurant late in the late hours, but it was comfortable and good because of the Esuli.",3.0,0.8225,7
5.2,"A little noisy summer vacation…
Kensington is good if you make a reservation directly on the site ~
Agoda",2.0,0.3597,1
8.8,"The hostel stayed because of a nearby work.The name Kensington was not a waste .. Unfortunately, I used Ashley Queens in the evening.I came to eat, walk, and enjoy my own hostel.",1.0,0.7627,3
8.0,"I chose it as a remodeling place, but it was clean and good inside the location and inside.",5.0,0.8126,8
8.0,"Rooms that are not remodeled are severely aging ... If you are sensitive, please find and use the remodeled room ~: D",-1.0,0.5831,2
10.0,I went with 2 children with adults!It was so good.Go well!,3.0,0.452,4
2.0,"It was good before I was in the room, but the room was too old.",3.0,0.2382,4
9.6,It is a good accommodation for family trips!The price is good and the staff are also friendly.It is a lodging that you can stay comfortably!,10.0,0.8475,2
10.0,"I stayed in the renovation ocean view room with my parents.
I liked it so much that the big room was so pretty.This is recommended",6.0,0.5945,3
9.2,It was clean and nice because it was a renewed room.Satisfied with the surrounding trails,7.0,0.6705,1
10.0,"It's a renovated room, so I checked in and late, but I was assigned to the highest floor and enjoyed Ocean View!There was a Gangjeongcheon right next to the hotel, so it was so pretty and nice to walk!Instead, regardless of the number of accommodations, the towel is given as a two -popular, and the additional request is paid, so it would be good to think about this part in advance !!",12.0,0.9709,1
8.0,"The location and unit facilities are good, but I want to renew the toilet.",4.0,0.34,8
8.4,"When I searched for a baby with a baby, I had the most Kensington Resort, so I booked it.
Not only inside a clean accommodation, but also friendly staff!Welcome food also ate well ~ I ate breakfast in Esuli, but it was a pity that there were not many fruits.",4.0,0.5877,3
8.4,"A good accommodation to go with a baby
Beautiful walking course",6.0,0.7783,3
8.8,"It's so good to use the surrounding tourist destinations and the promenade is good!
However, we were trying to use the resort unit, Dolmi Long Black Pig, but it was hard to find the related reservations.It was all good except that!",8.0,0.816,7
5.6,"The lobby is so squeaky.But if it's not a renewed room, the water flies in the bathroom.The mold blooms in the shower string, so it is not clean.The resort with a name does not want to use hygiene management.Don't go for a later deceit.",-2.0,-0.4805,4
10.0,"I chose a newly renewed room, but it was so good that the big window with the sea and palm pool felt like a frame!The room condition was really clean and free of beer and ramen.And the staff who helped check -in were also very kind!I want to come again next time :)",12.0,0.9768,2
9.6,"Ocean view is recommended.
4 people are doing well
I liked the barbecue and the walk",4.0,0.6908,0
6.8,"The interior is old, but the view and promenade are good
There are a lot of photo spots on the promenade, so it's good to take pictures.",6.0,0.8271,5
10.0,"I don't think there's a resort for the price
It is a garden, a side facility, and there is nothing to fall out.
It's a re -visit, but the renewed room is definitely good.",3.0,0.8126,6
10.0,It was renovated and it was clean and the promenade was good.It's a pity that I have one toilet.,3.0,0.128,5
8.0,"It's still New, so even if it's cluttered
Highest accommodation for the price
The staff were injured
Breakfast is a bit disappointing",-4.0,-0.7096,4
9.6,I first visited after Punglim Resort.The lobby and additional facilities were remodeled and neat and satisfactory for Kensington Premier Room.The staff in the lobby were very kind and Ashley was also good.I have a doctor of return.,1.0,0.8553,3
9.6,"It was hard because I had a lot of attention because I had a lot of trips with my parents, but I was grateful for the caregiver who helped me to check in.Thanks to my parents and Kensington, the night remained a better memory.
thank you",8.0,0.8979,7
8.0,The location and facilities were good on Jeju Island as a family trip.,3.0,0.4404,8
9.2,"Stains and smells in bedding.Overall, it was kind and good.",5.0,0.743,5
9.2,"It was a renewal room, so it was clean and good for the price.",5.0,0.7063,5
9.6,"The location is good and good, but only the trails are managed more",6.0,0.4404,8
10.0,We are traveling with friendly employees and good services.The price is also reasonable.,5.0,0.7269,2
10.0,"In particular, I used Ashley and the lobby.",-2.0,0.0258,7
9.6,"I was renewed and stayed in Jeju, and I was able to stay with a clean and modern interior.The sauna and karaoke were open before, but they are satisfactory accommodation.",2.0,0.6249,6
10.0,"I don't post this article for some reason ...
It was a trip with 3 generations
It was plenty of accommodation, so it was comfortable.It was good lobby
In particular, the promenade was so beautiful and I looked around twice for three nights (gardens and sea) rivers.
I think it was much better than Jungmun

Unfortunately, it was a surrounding infrastructure, but in fact, I didn't work much because I had to use it as a car.

In the peak season, the price was also good, so it is a three -to -four family trip.",11.0,0.844,1
9.6,"Remodel and travel cheap and enjoyable in a good location.If you replace the shower nozzle, it will be a gold prize.",7.0,0.8442,8
10.0,"The room was upgraded to the renewed new building, so the room was clean and there was a plenty of space to relax with two single beds on the entrance of a double bed in the inside of the room.",2.0,0.6808,2
8.4,The indoor room felt a lot of old feelings,0.0,0.0,4
10.0,"It's a bit old, but it's clean and the promenade is so good.",5.0,0.8645,4
8.4,Geographical advantages are satisfactory.,2.0,0.6124,7
8.8,"If you come with your parents, go to the renewed room !!",0.0,0.0,6
10.0,"Too kind female staff!Thank you
Today, my mother was so hot that my mother was so hot that I was late, but I gave you the juice.
It was 303",4.0,0.3595,2
9.6,It was good for the family.,3.0,0.4404,5
10.0,"I ruined the accommodation on the first day and checked in in a state, but the manager was so kind to me and the room was so satisfying that I was so satisfied with the second visit.",2.0,0.9533,1
7.2,"The facilities are very old, but the staff are kind and the landscaping is really cool.",3.0,0.8397,4
9.2,It was nice to have a good explanation from the check -in.The staff attitude was also very good at checkout.I want to come again next time,10.0,0.836,6
9.2,"The facility clean
Conveniently
The staff are kind
It was so good
I want to use it again in the wall",8.0,0.8865,6
8.4,"Good quality for price and good walking
It was nice because it was a renewed room
Especially the sea view is so good that I feel like traveling.",16.0,0.9186,5
10.0,"The room was comfortable and so clean!
I checked in late time, but it was nice to be kind and guided!And I was satisfied with the promenade and the minibar
I will visit again next time ~~~",11.0,0.9496,1
8.8,"The price is good
It's a view restaurant
I was awake of the songs of the Essades in the morning
Unfortunately
I have a toilet
I was surprised because it was not remodeled",3.0,0.34,5
9.6,The view was so good,3.0,0.5777,5
9.2,It's a place where I went.I liked it because it was a beautiful place.,5.0,0.7717,3
4.8,"It's completely photo
It's really old
Catch a remodeled accommodation
It's not a boiler from the floor at dawn, and the staff are really kind.",2.0,0.5709,6
9.6,"Healing good value for money
Optimal place",3.0,0.7783,5
4.8,"From the moment you go in, the living room floor sticky
Toilet toilet cover cover is overall cleaning
mess",-2.0,-0.3612,1
8.0,I used the remodeling room and I feel like the window of the home room.,2.0,0.3612,1
10.0,It's so good for the price. I want to visit again next time ^^,4.0,0.5413,7
10.0,"Very neat, the room is big, and the staff's response is the best.
If you go back to Jeju Island, it is an unconditional return.",4.0,0.8173,7
9.2,"It was tied up in a renewed room, but it was so good. The view was good, clean and comfortable.",10.0,0.9649,5
10.0,"The bedding was clean and the cleaning was good
The view was good and the cozy feeling healing",9.0,0.8402,5
6.8,The surrounding noise was a bit unfortunate.,0.0,-0.4588,4
5.6,"The facility was a bit old, but it felt well managed.Located on the outskirts, it was far from major tourist destinations, but was able to relax well.",0.0,0.8462,4
8.8,It is good for price and has a large lobby and clean. There is also a restaurant in front of the accommodation bar.,3.0,0.6908,5
6.0,The view is good.,3.0,0.4404,5
6.4,It is not recommended unless you are going to use a remodeled room.,2.0,-0.1511,0
2.0,"Even if you understand that it has been conceded a hundred times, it is not a good hotel because the toilet is too bad.Pink mold everywhere…And I caught two money bugs…ㅠㅠㅠ Oh, I really don't want to use that money again.",1.0,-0.4416,7
10.0,It was good for the family to be comfortable and clean like my house.,9.0,0.886,5
8.4,"The facility is underdeveloped
Fortunately, it is a remodeling.",2.0,0.0,6
3.6,Warm water comes out well and the heating facilities are good ~,4.0,0.7096,4
10.0,Where I want to stay again,1.0,0.0772,6
8.4,"The landscaping is good and the sea scenery is good.
The building is a bit old, but it's okay for the price",6.0,0.6428,4
10.0,"I stayed with my family, but it wasn't a renewed accommodation, but it was quiet, clean, clean, and changed the towels every day, and the morning breakfast was used in Ashley, but the quality was good ~ ^^",9.0,0.899,9
10.0,"Everything was a good trip.Renovite, the room clean and especially the view of Mt. Halla was good.The sea would have been better.The staff were very friendly and late at night requirements, so I was able to stay comfortably.Jeju accommodation will come here next time.",14.0,0.8439,2
2.0,"Everything was satisfied. The garden was good, so it was good to take a walk and the room view was good.",11.0,0.8885,5
10.0,"It's great to be with close friends.It was convenient to enjoy breakfast with Ashley buffet, so you can start your day with a familiar taste in addition to Jeju's special meals.",5.0,0.875,0
10.0,"The internal and external accommodation is very clear
The soundproofing is also very good",4.0,0.7258,5
10.0,"I booked a renovated ocean view room.
I was praised by the elderly.

It is good for family travelers because it consists of 2 rooms and kitchen 3 (no induction/cooking tool and microwave ovary).
If you do 1/n, the price is not burdensome.
The garden in the hostel is beautiful, and above all, the location is art ~
There is also an Ashley in the hostel, so it is good to solve one meal at a low price.",12.0,0.9317,0
9.6,It was convenient because there was a massage shop and a convenience store in the basement.,0.0,0.0,0
5.2,"It was clean because it was renewed, but ...
It's a 4 -member hostel, but the toilet is one ...
It was uncomfortable.",0.0,-0.3716,0
6.0,"The interior is remodeled and clean, but it is not soundproof and there is one toilet.",2.0,0.2144,2
4.4,"This is the worst for the weekday price
I need a quick renewal",-3.0,-0.6249,1
10.0,"Kensington Resort for a long time.
All of the services are satisfied.",2.0,0.4215,7
3.2,"I've been looking forward to seeing the resort for the first time. The view is not a joke.
The room was clean and the bedding was important everywhere.",6.0,0.3843,1
10.0,Good accommodation,3.0,0.4404,5
10.0,"I visited with my family
The location was good and the view in the room was so beautiful.
Please select a remodeled Premier Ocean View.",7.0,0.8878,5
8.4,"The facility is aging, but the employees are satisfactory.",0.0,0.5023,6
10.0,"When I visited Kensington Gyeongju, it was the worst of the ghosts that seemed to come out of the ghost.As a result, Kensington Seogwipo was a satisfactory resort that I wanted to return.
The noise between floors is not annoying at all, and the trails and restaurants on the back are close.The breakfast is a little poor, but it's enough to go out and eat ~ It's also a sunrise restaurant ^^",-8.0,-0.2673,0
10.0,"The price was okay
It was a remodeled room
It was clean. The staff were also very friendly",4.0,0.796,2
8.4,"It's great to take a walk around the resort ~
It was 5 people, but I felt a little old and a little old.",3.0,0.3716,4
10.0,"It was good
best",6.0,0.7964,5
9.6,"It was a hostel I chose as a family trip, but it was good to use the child.
The cherry blossoms also bloomed beautifully and the scenery was good
There are also convenience stores in the basement, so I used it several times
The front staff responded well, so I also used the room well. Thank you !!",11.0,0.9715,7
9.6,"I used a renewal room, but it's clean and it's good for the family.",5.0,0.8126,5
8.0,"Literally, the resort was aging but quiet.There is no place to go near Gangjeong Village, but recommended for family trips",1.0,-0.1531,9
10.0,"Overnight in this place with relatives!
I rest well in the newly renowned clean facility
The sea scenery is relaxed with the palm trees seen in the afternoon
It was great to be able to enjoy the rest
I come out with a walk behind a brief view of the wonderful scenery
It was so bad
The staff's kindness makes a nice memory in a room that is good for the staff",18.0,0.9702,5
10.0,"After a while, I posted a review late, but during my stay, I was able to spend a good time with my family at a good price in a relatively large space.It's a little old, but it was clean and the hotel garden and other facilities were good enough.The staff were all kind.
Thanks to you, I had a good time.",18.0,0.9825,5
8.4,"The location is good, the room is good and the view is good
But the bathroom water is not too much
The water does not flow toward the drainage if the bottom slope was made incorrectly.
The bathroom construction is enough to do again",9.0,0.5927,5
10.0,"I brought my parents and kids, but I'm satisfied!",2.0,0.6114,1
10.0,"The accommodation is pleasant and the staff are friendly
And it's good because the promenade is also good.
I think I'll visit again next time ~",11.0,0.9062,7
10.0,You were satisfied with your parents,2.0,0.4215,1
10.0,"I used it as a family trip renewal room
He also gave me a lot of neat kind towels.
It's a pity that you don't clean the rust, but the landscaping is pretty and the room is good for 5 -star hotel.",6.0,0.8785,1
9.2,"The location is a bit ambiguous
The advantage is that it is filled with it.
Highly recommended.",4.0,0.4754,8
8.8,"Venue service prices are satisfactory.However, it is inconvenient because there are many places that have been broken because the rooms are too old.",-3.0,-0.6705,4
9.6,"It was good because it was clean for 3 nights
However, it was a pity that the spring mattresses and the betray were especially extinguished, so it was not comfortable to sleep.",2.0,-0.5426,5
7.6,.,0.0,0.0,7
10.0,"It was difficult to find a property in Jeju Island, but Kensington was satisfactory!
The location was also in the middle of Seogwipo, so I was able to go close anywhere
The promenade is also good and I've been resting well",2.0,0.8516,7
10.0,"I used it as a large family !!The building itself was old, but the room condition was good !!It was a problem because the card keys kept error ... It wasn't fast, but I tried to solve it.I think it was a satisfactory stay!",0.0,0.5216,6
10.0,"Employees were very kind and tried to take care of one more, but they changed them to Ocean View and guided me!If you have any questions, please check and solve it!The interior of the room is old, but it is clean and there are many outlets, so the room is very good and totally good.",14.0,0.9695,5
9.6,"The accommodation seems to be old but clean.
The toilet was more old, cramped, and five, but only one was a little bit of me, but in general, everyone was satisfied with the condition, and in the morning, the strong dog was the best.I have fun.",13.0,0.9528,4
6.4,"I was looking forward to the remodeling, but I was sorry for my family.",-1.0,-0.1154,0
8.8,"It was a good room for walking and landscaping.
The renewed room was clean and cleaned.
The check -in staff seemed to be a bit unkind,
 When I checked out, my heart improved again
The heating was so hot that it was so hot
It was also good to say that it was also heated by other customer requests.
Go again.ㅗㅎ is a hotel",10.0,0.8402,5
10.0,"I wanted to do it as a good place as much as I took my mom and children, but I was very satisfied with it.
It was said that it was clean, kind and newly remodeled, but it was really good",12.0,0.9589,5
9.2,"I stayed for one night and two days, and I had a lot of beds and the internal facilities and lobby were so neat.However, fitness and sauna facilities were under construction, so it was inconvenient to use.",-3.0,-0.0478,3
10.0,It's so clean,2.0,0.4576,5
10.0,2 children are good at rest.It was as comfortable and good as a home except the toilet was a little narrow.,8.0,0.8442,5
10.0,The whole family was fun,4.0,0.5106,0
8.0,"First, I used a renewed room
The room itself is very clean and good
It's just a little uncomfortable because there's just one toilet.
I used Barbecue Package, but it was okay
I was a little disappointed because I was unsolved with the wind
If you can't do the displeasure and corn in the package, the alternative product seems to have been drawn.",-1.0,0.0166,1
8.4,"I used it as a renewed room, but it was very clean and good
I also liked two single beds in a small room and the view was very finished.
It was a little uncomfortable because there was one toilet, but it was okay because the cleanliness or view was good.",8.0,0.9483,5
8.8,"It's clean and good by remodeling.The day was good, so the ocean view was so pretty.",9.0,0.9121,5
10.0,"First of all, it was good to be clean.
Especially the view was really good.",8.0,0.8176,5
6.0,"There is no heating in the room
The floor was so cold because it was cold bone.The water pressure is high, that's okay.",-2.0,-0.3612,1
10.0,"It was a location, an additional facility and satisfactory in all aspects ^^",0.0,0.3612,8
9.2,The exterior and amenities are good,3.0,0.4404,5
10.0,Really good value,3.0,0.707,5
6.8,"I was a little embarrassed because it was so different from the picture ~!It was old and the room was a mess!Still, the staff were kindly responding to it, so I was relaxing ~~ ^^",-4.0,0.7232,1
10.0,Have fun playing well,4.0,0.7351,7
5.6,"The staff were kind and convenient facilities and Ashley Queens were convenient, but they decided to stay overnight as the last schedule of the trip.However, I was sorry that the water was spilled out of the toilet ceiling and moved at night and left my parents a bad memory on the last day.I was looking at the bathroom when I entered the room, but now I thought about the repair driver and went out quietly, but I didn't know it was this serious problem, and I kept wondering why I had a room that had already had a problem.If you move to the next room, the room is not looking for it, but I think that the room was empty.",-7.0,-0.8837,1
10.0,"The building and furniture were a little old, but it was clean and the hostel was also pretty well decorated.And the additional breakfast from Agoda was very good.Ashley Queen Zura had a variety of menus.",6.0,0.8885,4
10.0,"I went to the first graduation.
4 elementary schools 2 adults
Thanks to Kensington Resort Seogwipo store, I enjoyed a good trip. ^^
I'll go again next time.",7.0,0.8442,7
9.2,"The accommodation is old, but I felt that it was well managed.The staff were kind, the room condition was good and the location was not bad.Oh, the breakfast was great.
Instead, the barbecue restaurant is located in the hostel.I'd rather use a black pork restaurant.",5.0,0.9568,8
6.0,"I think I should remodel.
It's a really old resort.There is no time to eat nearby.
It smells even in towels
I need improvement",1.0,0.2023,7
10.0,"Overall, clean rooms and lobby ~~ The promenade was so good ... Ashley Queen's food in the resort was so delicious ~~ I have to go again after the sauna remodeling ~~",6.0,0.9059,5
7.6,I chose a comfortable accommodation to stay in a friend's meeting.Breakfast is great for the amount.The staff is also good.Good for multiple meetings.,12.0,0.8126,5
9.2,"I stayed for 3 nights and 4 days
To Seogwipo Travel
It was a good resort to stay clean and stay.
but
Rainy when traveling
I came back to the hostel early
It was a little unfortunate because there was no fun at the resort
The accommodation was very good ~",4.0,0.6474,2
9.6,"The new remodeling is so good and there are many restaurants around.
I want to come again next time",4.0,0.6176,6
8.0,"I didn't know the contents in Agoda, so I had a reservation, but there was a separate room.",0.0,0.0,1
9.6,It was so good to be renewed ....,3.0,0.5777,5
2.0,"The property was not so good that there was no face in front of the family.If you want to use it, make a reservation in a renewed room.It was a resort that I didn't really want to go again.
If you sell only the renewal rooms, you should have measures ..",4.0,-0.5616,5
10.0,"I made a reservation for accommodation by family trip
It's a complete recommendation ~",0.0,0.0,0
10.0,"I used a newly renewed place with my parents
I liked it because it was clean.
It is enough to look good among the 6 people.
The lobby is wide and clean and the staff is friendly
It was good to use.",12.0,0.946,5
10.0,"It was clean and good because it was renewed inside
The facilities are also good.",8.0,0.8176,5
9.6,"I was worried that Kensington Resort was an old place
It's been a while since I remodeled it, so it's so clean and good to the bed air conditioner for the toilet room
Because of the baby, I pushed it to the side of the bed to make the floor space, but there is no dust under the bed.
It is completely recommended",3.0,0.4082,3
7.2,"It was a view that I didn't manage the view of A -dong Ocean View, and it was not remodeled, so the facility was like the 80's.
Running seems to be urgent",1.0,0.5106,5
7.6,"The bedding was thick and the temperature was jagged, but it's good!The washing machine and dryness were good next to the convenience store.
Ashley Queens food was more diverse than anywhere else.",6.0,0.63,5
10.0,Breakfast is delicious and really recommended haha,8.0,0.8431,0
9.6,"I am very satisfied
I used a room that was not remodeled, but it was old, so it would be.
The location is so good and the resort seems to be well managed ....
Just a bit unfortunate, the bathroom is too narrow.
It was okay except that
Very good value for money",8.0,0.95,4
6.0,"Nine people including a total of children. Price cheap.
Breakfast is fine and external park is okay.
The accommodation is the worst.
The room heating is not adjusted and very hot.
Soundproofing feels like a room next to the room ..
Until 3 am, next to the room, everything is talking about.",1.0,0.0258,6
10.0,It's perfect for four families.So good.Clean!The location is also good.I want to visit again in the summer.The swimming pool looked good ^^ The promenade is so good ^^ It's the best price.,21.0,0.9359,5
10.0,"The garden was so good behind it and the view was so good during the day.I don't have to go to sightseeing.
It was so nice to see the stream next to the sea.Overall, the scenery is the best satisfaction.It was a bit unfortunate that I couldn't cook because it was a renewed room, but the rest were very satisfying.",12.0,0.9019,5
10.0,I am really comfortable,2.0,0.5563,5
10.0,There are disadvantages but more advantages than disadvantages,2.0,-0.1804,7
9.2,"I recommended the renewed accommodation and stayed for two days
It was clean and comfortable, but ...
It was not long since it was construction.",6.0,0.5267,0
9.6,I want to use it next time !!,1.0,0.2225,7
8.8,Recommended for renovation,2.0,0.2023,0
10.0,"It was renewed and was so clean and comfortable, but the bed metris was a bit unfortunate.",4.0,-0.1211,4
8.0,"The yo and the blanket cover were messy ......
Of course, the blanket in the cover was also very messy",0.0,-0.6124,3
10.0,"It's a renewed room, so it's clean and nice.I liked the first minibar.Halla Mountain View was also cool ~~ Halla Mountain from the sofa side of the bedroom window is so cool.The staff are also kind.I also want to use the ocean view ^^",12.0,0.8115,1
10.0,"It was remodeled so it was a stylish resort like a hotel.The Mountain View also looked like Hallasan and it was like a picture.I was also satisfied with the meal at Ashley Queens.It was so nice to see the children sitting by the window and reading books and books.There was also a microwave.However, it was a bit unfortunate that I had one toilet.I have been comfortable and enjoyable enough to say that children want to have a few more days.",16.0,0.947,1
4.0,"After looking at the picture, I booked a garden premium view, but it was on the second floor and the accommodation was an old motel.The bathroom is mold and bedding is old enough to expose cotton.The sofa smelled so much that it was quite unpleasant.",-3.0,-0.7572,4
10.0,Agoda Description I think I need to update the photo.The picture came out too bad.,-3.0,-0.5423,1
9.6,"The view was also very good and the staff are very friendly.It was convenient because there was a 24 -hour convenience store on the first basement floor.The location is not a good location.There are not many restaurants around and something is in a remote place?You have to get on a car everywhere.I think it's the best hostel for family travelers with children in summer.It was good in many ways.But I don't know if it's elementary school student on top, but I was a family traveler with at least two children.It was a lot of time, but the family seemed to be a good night.By 10 o'clock, I endured with a good heart, but it real.I was so thumping that I couldn't sleep, so I was going to go up and tried to fight, but I was really angry.Shouldn't adults should dry if they have adults?Adults were noisy together.I hope the family unit will be assigned to one line.Just go up and down, just play soccer or marathon.I went to my parents and my parents said they were thumping.
Anyway, except that, the staff were kind and all the facilities were satisfied.",23.0,0.9818,0
6.8,"I entered the room at 8 o'clock, and the day was the day when I had a heavy snow warning, why did you open the veranda door?",-3.0,-0.34,1
10.0,"I left the goods and thanked you for being kind.
It was a great snow -covered Halla Mountain from the hostel because it was Seogwipo.
The facilities were clean and comfortable.",9.0,0.9468,0
8.8,"Parents and family trips.Compared to the environment around La Resort, there are many facilities in the lodgings.",0.0,0.0,7
9.6,"I went with my friends, but I want to come with my family again in the wall.",1.0,0.3612,6
9.2,I relax well and relax well,0.0,0.8402,7
10.0,"It was in the renewal Ocean View hostel and it was so good.It was the best of the minibas and the coffee, and the kindness of the staff was also 👍 Garden was pretty and Hallasan view from the main entrance of the resort was also a minister.Ashley also has a breakfast dinner.",9.0,0.886,5
9.2,"Coin laundry room 24 o'clock in the basement was so good
It was almost a nearby restaurant delivery ~ It was good for 2 nephews and 4 adults.The children chose it because they needed an ondol room.I couldn't get out of weather, so I used Ashley Queens, but it was very satisfying because it was a lot and tasted!The landscaping was so good that I wanted to take a walk, but the wind was too bad.",6.0,0.87,5
8.0,"The garden is so pretty that it was well -established.
It was great because it was a renewed room, but it was unfortunate that the toilet was narrow, so it was inconvenient to open and close.
Besides that, it's a good accommodation",5.0,0.2529,0
