score,comment,afinn_score,vader_score
9.2,"Among the places in Jungmun, I stayed as a hotel to see the sea.The staff also rested well and comfortably.However, it was a pity that I could not have a meal, except for breakfast.But there's a beach in front of you, a swimming pool, and a lot of fun.",4.0,0.4939
10.0,We are satisfied with our family trip,2.0,0.4215
10.0,It was a very fantastic vacation because you upgraded the accommodation ❤️❤️❤️❤️,4.0,0.5984
10.0,The employee service is great overall ^^,3.0,0.6249
10.0,"One adult child and parents travelers!Jungmun is a high -end large hotel, so I always make a reservation for this, but this schedule is divided into two other hotels.The room condition is so good, and the sea and swimming pool view from the lobby are good‼ ️And everything from amenity to disposable products was very good and there was no no choice but to be very long and very long!Hinoki sauna is also very satisfied with all the products that are equipped with a shower!Disadvantages‼ ️ There is no high -sized underground parking lot.",6.0,0.8747
10.0,I will go again at the end of this year.It was the best,3.0,0.6369
10.0,"I made a reservation for my parents' trip, but I was satisfied with it.",2.0,0.5719
10.0,"Jeju Island traveled so much that I didn't have much expectation, but this time I changed after visiting the Parnas Hotel.I will go one more time at the end of this year.",0.0,0.0
2.8,The price for the price is not good ~ ㅠ,-2.0,-0.3412
10.0,The location or natural landscape is so beautiful for family trips. I really want to go again in winter.,5.0,0.8436
8.0,Just so,0.0,0.0
10.0,"This trip, which came as a gift of daughter, was the same hotel Parnas Hotel that came to a honeymoon (Hyatt) 25 years ago.",2.0,0.4404
9.6,"It's not 5 stars, it's 5 stars ~~ If you want to clean your room every day, the seats are changed every day.",3.0,0.4588
10.0,"From the entrance, the best service of employees was clean and spacious, and it was comfortable and enjoyable while staying with niche.Oceanview sunrise.Every time I saw the view of the view, it was a Premier Ocean View, so the room magnet was large, the bathtub, the toilet, and shower booth was separated.The next day, when I tried to walk around the main entrance, I thought it would rain, so I was talking about what to do, so I started a pleasant day because I was rental to use it all the time.Breakfast is also known, but room service morning breakfast Korean black burst satisfaction is also the best.The next time I go, I will eat it. Infiniti pool is hot, so I enjoyed swimming and relaxing.This is the best hotel of Hokans.",21.0,0.9784
10.0,This is the end of Chinese capitalism.,0.0,0.0
10.0,"Because it is the latest facility, it is clean and various facilities are good.",5.0,0.6808
10.0,exorcism,0.0,0.0
8.8,"Hotel is good.Facilities, food is good.The front staff is sincere kind.However, some guide desk female employees are so sad that they are treated as an office without souls.Employee training is needed to be sincerely.",10.0,0.2044
7.2,"The swimming pool was fine, but the interior and restaurant services were ordinary.",2.0,0.1027
10.0,"I used only Shilla every time, and I went to the pool so good.",3.0,0.5777
10.0,"I found a accommodation for summer vacation and found it by chance and made a reservation. Thank you for being able to go on a very satisfactory vacation because of the high atmosphere and kindness of the hotelier as well as the management of the facilities.Other hotels will be great, of course, but if you have a chance, I would like to use the property again.",13.0,0.9185
9.6,The staff were all kind and the food was delicious!,5.0,0.8122
10.0,Location facility Ocean View Friendly was all good !!I rest well for two days :),5.0,0.8953
10.0,Location facility Ocean View Friendly was all good !!,5.0,0.7707
10.0,I used Infiniti Pool Night and the next morning twice.,0.0,0.0
10.0,"The new hotel was so good, the pool was so wide and the hot water was warm, so it was good to play in the evening.The hotel staff were very friendly.The parking lot was outdoor, so everything was good except for some inconvenience.",10.0,0.9189
10.0,"I just stayed in Parus and went abroad, but it was a choice without regret.",-2.0,0.4585
7.6,..,0.0,0.0
10.0,I liked the hotel so much.,2.0,0.4215
8.8,"Employees were so perfect, but the outdoor pool water was too dirty.",1.0,-0.2452
10.0,"I have been to Silla Lotte Chosun, but the most satisfying place was Parnas.Overwhelming swimming pool fantastic views of the friendly staff and convenient facilities were very convenient to enjoy vacation.Compared to Southeast Asian resorts, I was the most satisfying Parnas.Infinite pool and indoor rap pool are distinguished, so it is heaven for those who like swimming.It was good to swim in the indoor rap pool ~ The shower facility was also good, so there was nothing inconvenient.Confetti lunch was also the best, and Jeju is unconditionally Parnas.",21.0,0.9937
9.2,"This time, I went to several 5 -star hotels in Jeju Island and I was the most satisfied in the pool.",2.0,0.4754
10.0,"As soon as I arrived with the kindness of the staff who welcomed me at the entrance, I felt better. The swimming view was so pretty in the lobby.",5.0,0.9103
10.0,The best in Jeju!,3.0,0.6696
10.0,"Even though I went to see the reviews before I went to the reviews, I was satisfied with more than that, and it is really good to be immediately revisit.Even the lobby interior and the sandy beach where you can walk to the beautiful swimming pool inside the building !!Besides, I was really satisfied with everything.I recommend it.",10.0,0.9421
9.2,"There is a reason why people recommend a lot ~ I stayed as a premiering restaurant, but it was a view restaurant ~ It wasn't an ocean view, but it was very good ~ I didn't want to go out of the room ^^^ It was spacious and cozy.More than half) It was a two -night stay that was healed.For reference, I don't know where the promenade is going down the colored beach, but it's dangerous and it's a bit likely.",5.0,0.0415
10.0,I will continue to use the Parnas Hotel if I have a trip to Jeju.,0.0,0.0
10.0,Family room is recommended,2.0,0.2023
8.8,The good thing is that the swimming pool and the view are unfortunate.,3.0,-0.0258
10.0,As soon as I entered the entrance,0.0,0.0
8.8,"It was neat and it was good to be united with people because of the big pool.I ate it because it was very famous, but it was cold.Honestly, I thought it was expensive.",7.0,0.5927
9.2,"The pool is long and the sea view is so good.The shower room was also clean and there was also an indoor swimming pool.However, breakfast is not good for the price, and it is a pity that some employees were unkind.",1.0,-0.5432
10.0,The sea scenery from the room was so beautiful and the pool was the best.,6.0,0.8804
10.0,The swimming pool was also satisfied with the satisfaction of 1000000%.,2.0,0.6908
10.0,It was a very pleasant trip. It was so kind. The pool was really crazy. The breakfast was delicious. It was a very happy trip !!!,9.0,0.9417
10.0,"I visited Jeju Jungmun for a long time, and I had a satisfactory stay at the new Parnas Hotel.I got it",0.0,0.3612
8.8,Both breakfast facilities were good,3.0,0.4404
10.0,I want to go again ~,1.0,0.0772
10.0,It was so good ~ Bed bedding was so cozy and hygiene ~ It was delicious and good quality ~ ^^,11.0,0.9039
6.8,"It is difficult to resolve meals at the hotel!It's hard to eat ramen at night because you can't eat ramen in your room at a convenience store!The blanket was dull!Even though it was a new hotel, there was some flies!",-2.0,-0.3544
10.0,Parnas tied up with her girlfriend!The room is good and the pool is so good ~ The hotel is so cool and the staff are so kind !!!,9.0,0.9363
10.0,The scenery is good and the pool night view is very pretty.Ocean view recommendation,4.0,0.4404
10.0,View Service Sanitary Pool was the best hostel without missing anything!,1.0,0.7491
8.8,I only saw one Infinity.The room condition is also good and the overall atmosphere is good,6.0,0.7003
9.6,Service kindness was also the best accommodation with the basics in all aspects of the facility.,5.0,0.802
10.0,I visited a family trip.The kindness of the staff was good and there was no lack of location.I was sorry that the swimming pool was reserved.The fruits were too fresh.I'll have to collect money next time,2.0,0.2732
8.4,The brunch is delicious and the location is good!,6.0,0.784
10.0,Family trip very much,0.0,0.0
10.0,"The pool is really long.It was good to be divided into low and slightly deeper parts.I want to swim steamed, but if you have babies, it is cautious. This is the best swimming pool for adults.The view of swimming is the best advantage of this accommodation.Room condition and employees were also very satisfied!",13.0,0.966
9.2,"I went with my daughter and I was satisfied with the room and food.The pool was a bit crowded, but it was okay.",2.0,0.5023
10.0,"If you go to Jeju, there is no place to use Parnas, but there is no Silla -only place, but the atmosphere is a little different, but there is a merit as Silla. Especially, F & B was good.",1.0,0.6775
10.0,Location location.,0.0,0.0
10.0,The staff are kind and the hotel hygiene is good and I like it. Thank you for re -use.,9.0,0.8834
10.0,The hotel indoor environment was pleasant and there were many parts to take pictures. Outdoor swimming pool is good.,6.0,0.7351
10.0,"Modern is clean and good to stay with your family. The swimming pool is also good, but it smells like food because you have a sincere meal in the pool sidebar.It was convenient for employees because of the kind and convenience store brunch cafe.",14.0,0.9446
8.8,"Premier Family Twin Room Infant Family stays very relaxed.The pool was also a reservation system, so it was not crowded.However, breakfast has no impressive menu for the price, so I won't use it next time.",7.0,0.2732
10.0,The price seems to be the best.,3.0,0.6369
10.0,The staff smiled and was kind and the pool was pretty and good,8.0,0.9186
10.0,Breakfast buffet is only a rumored feast. There is no delicious food.,2.0,0.3612
8.4,The Jeju Ocean View Pool is probably the best Jeju,3.0,0.6369
8.8,"The price is expensive, but the facilities such as swimming pools are satisfied.",2.0,0.5719
9.6,"It's expensive, so it's not when it's flawed, and it's good to take your baby. It's pleasant and clean",5.0,0.836
10.0,"In a word, it's the best haha",6.0,0.802
10.0,I enjoyed summer vacation the best,5.0,0.8176
10.0,It was the best after summer vacation ~~,3.0,0.6369
10.0,I like it so much.,2.0,0.3612
10.0,Facility Service View ... It's all satisfied hotels,2.0,0.4215
10.0,The best swimming pool in good facilities,6.0,0.7964
8.8,Friendly and good,5.0,0.7269
9.6,"The overall atmosphere is not a classic feeling, but a clean future -oriented atmosphere!The hygiene is good and the food was clean and nice ~",11.0,0.9409
10.0,Best breakfast pool infant facilities,3.0,0.6369
9.6,"It was so good, but in the room, especially in the bathroom, it was a smell of a new house or a smell of silicone ... Anyway, I asked for a public hearing.Because of that, it was great overall except for one star from hygiene.",6.0,0.841
10.0,Especially the pool is so good and the third part reservation system is good,6.0,0.8168
8.4,"It takes about an hour in Jeju City, so the travel time is not bad.There's a distance to walk to the beach, but it's close to walking.There is also a promenade where you can walk off the coast and take a walk.You can swim while looking at the sea, but since the typhoon has passed, the wind blows cool, so it's a little cold to swim.Interconn Hotel is in Seoul or Jeju.",-2.0,0.4497
