score,comment,afinn_score,vader_score,k10
10.0,"It was the first time in the Kancington Resort, but it is the best in the lodging morning breakfast pool, etc.",3.0,0.7783,4
10.0,Very satisfied and I want to visit again next time,3.0,0.5657,6
8.8,"The outside looks old, but the interior is a good place and a really good place.However, the amenity is slightly lacking.",6.0,0.8271,8
8.4,"The exterior is not a bit old or colorful, but it seems to be clean and exotic in Southeast Asian atmosphere.
What I liked was a spacious bed and space.
The toilet was a bit disappointing compared to the size of the room.
It would have been nice to have thought about the toilet or shower bathtub.",6.0,0.7684,1
9.2,"First of all, the location is the best!
The staff were all kind and most of all, the accommodation was clean!The bathroom is well drowned and cleaned.Remodeling is overall clean!
It was a pity that breakfast was more eaten than I thought ~
Still, if you recommend a good value for a hotel, it's Kensington Jungmun!",10.0,0.9357,4
9.6,"I had two friends and two people for 2 days and 2 days, but I slept because I was so soft!I didn't just go to work. I wanted to stay more!",0.0,0.3887,6
9.2,"First of all, the view is the best ??
The facility is also renewed and clean
I bought bread every day for 3 nights and 4 days !!It's so delicious !!
The breakfast is small, but it is well used so I used it well!
It was a pity that there was no gym, but it was a pleasant trip :)",8.0,0.9517,4
10.0,"Because it was located in Jungmun and recently remodeled
I used it, but it's the best room condition ~~ ^^
The promenade is good, so I walk around the colored beach
The sea view is also art ~ I take a rest so well ~",6.0,0.9356,4
10.0,"Once my parents were satisfied with the spacious accommodation, it was good to be in the resort on a rainy day on an outside view that reminds me of a resort.The breakfast that came out neatly was good and the bathroom and toilet were separated.I want to go again ~!",9.0,0.8832,6
10.0,"The view is good and it's good to walk around the road
The room is clean and the bathroom is really good.
I recommend",13.0,0.9213,5
10.0,"I think it would be better for 4 people than 2 people than 2 people. Ocean view and room condition was really good.These two people were free of charge, but I didn't know if it was worth eating by adding money. The number of foods for the price was small, but the number of food itself was excellent. Especially the pasta was so delicious!Next time, I have a doctor again ~",14.0,0.9134,1
9.6,"I read the article that the sea was visible, but the accommodation was so beautiful and good, but the breakfast restaurant was so beautiful !!",9.0,0.9713,3
10.0,"It was difficult to find a four -person family trip accommodation
I had a pleasant trip thanks to the spacious room, the sea, and the convenient location.

The building is an old resort -like appearance, but the interior is clean with a clean tone, and the parking space was large.
(Especially a spacious, soft bed and a clean and aroma of toilets were good!)",17.0,0.933,6
10.0,"clean.Good price.Good view.quiet.

No Elbe.Carrier Baribari travelers can check in a bit difficult",6.0,-0.5719,2
10.0,"Quiet and clean.
It's a good view ... It's a bit unfortunate to breakfast, but it's not bad if you think about price performance costs.",2.0,0.6783,2
10.0,"The room is clean, the room is wide, and the staff are friendly and good.If you have a chance, I want to use it again",10.0,0.802,8
10.0,"It was pleasant but so clean
The staff were very kind and the breakfast was very satisfying.
I want to go next time.
I'm trying to make a reservation again, so it's too bad that there is no room until October.
Really recommended !!!!",6.0,0.9238,9
10.0,Jungmun Ocean View The best remodeling room is too clean,5.0,0.7845,4
8.0,"After the new remodeling, the rooms are clean, spacious and good.However, the passage coming into the room is too narrow, so it is a bit inconvenient to come in.",4.0,0.0772,4
8.8,"I used it on June 9-11 for 2 nights and 3 days.There is a year of the resort itself, but the room is remodeled and the room condition is good.Located in Jungmun Tourism Complex and the beach was very close, it was good for sightseeing.The resort was not large, but there were no various facilities such as the laundry room, but there was a convenience store, so there was no particular inconvenience.The bread and sandwiches in the resort are really delicious.In particular, I remember that all the staff were very kind.It is recommended for those who travel to Jeju Island !!!",9.0,0.4062,2
10.0,The friendly room of the location room was satisfied with the kindness of the staff.,6.0,0.8402,8
9.6,"A quiet hotel near a tourist destination restaurant
The fifth floor is good, but there is no Elbe, so if you have a lot of luggage,",2.0,-0.2144,1
10.0,"It's better than expected.
Remodeled, the room is clean and breakfast is delicious ~
If you eat breakfast and count on a walkway, you will get fatigue.
Recommended for Kensington.",7.0,0.8442,1
9.6,"It is located in the Jungmun Tourist Complex and is a beautiful accommodation and a beautiful location.
In particular, the type and size of the food provided for breakfast is very small, but it has a level of taste provided by a 5 -star hotel.
There is no morning fitness, but the sloping trails heading to Jungmun Beach are fully compensated for regret.
A spacious room is also a good choice for travelers traveling by family.",8.0,0.543,1
10.0,It was a satisfactory accommodation because it was a perfect resort for family trips.,3.0,0.7351,6
8.4,"The view is the best.There is no need to say.
The third floor is the lobby floor.
The fourth floor is marked on the 5th floor.
The landscaping is small, but well and the staff are very friendly.
The breakfast is an ocean view with all seats.It's not big, but it's not bad to eat simply.
The staff are also very friendly.
However, you can think that there is no restaurant to eat at the resort and no other facilities except a convenience store.
Where the view is done!",0.0,0.901,1
10.0,"I first booked it with my parents!
It was a hotel because it was sleeping with 3 people, but I wanted a large room, but it was spacious and comfortable !!I was also satisfied with my parents.The sea that I could see along the walkway connected to the hotel was so good.",8.0,0.9445,6
7.6,"The location was good because it was a rental car trip.
The cleanliness of the room was clean enough and the bedding was satisfactory.However, it was a pity that there was no sign of the do not distub.
Breakfast was also comfortable to use with children.I hope there is a little more local food in Jeju.
I think it's a good accommodation overall.",9.0,0.8834,3
8.0,"I visited my mom and my sister and sister!
I was happy to guide you to the counter staff!It was easy to use because it sold bread and convenience stores, and the breakfast was delicious.I think it's good to go to a couple!There is also a promenade",10.0,0.8854,2
10.0,"The accommodation was also managed wide and neatly, so I had a comfortable vacation with my family and was satisfied with the family.
Ocean view overlooking the Ocean View, it was a pleasant trip because it added a good view.
I am satisfied because the quality of breakfast is also good
It's not too busy, so it's a good place to stay with your family.",20.0,0.9705,6
10.0,"Very neat and good.
The view was good.I'm sensitive to cleanliness
The bathroom and balcony were also clean
I want to stay here next time

One disadvantage is that the sound of a refrigerator machine is a bit big.
If you are sensitive, please bring your ears",9.0,0.8384,2
10.0,"I was so satisfied that I went with my mom, but my mom liked it so much
There is also a table that is spacious and simple to talk about the room.
The staff are so friendly ~~",7.0,0.9085,8
8.0,"The price is decent compared to the surrounding resorts or hotels around the location.
Only a part of the whole is remodeled and operated.
The problem is that the entrance is too narrow and uncomfortable
It's an ocean view, but it's impossible to see the sea with a little sea in front of the forest.
It's a pity that there is no entertainment facility.
I was hesitant because there was no elevator.",-10.0,-0.8338,0
4.4,....... ??0.0,0.0,0.0,1
10.0,"I was wondering how to make a reservation for the Kancington Resort with a urgent change, but after the arrival, the accompanying family reaction was so good, and I could start a pleasant trip to the neat accommodation and the ocean view outside the window.I think it will be!",5.0,0.9456,6
4.4,"It is good to be located in the best location of Jungmun
Breakfast is so poor
There is no additional facilities other than the convenience store until 12 pm

It costs about 350,000 won per night
I don't have to use the Kensington Resort Jungmun

I have 2 nights and 4 rooms.

I only trusted the name and the name of Kensington.
There are Chosun Hotels or Lotte Shilla Hyatt, but I don't think I'll use Kensington in the future.",8.0,0.5933,2
3.2,No room service,-1.0,-0.296,1
10.0,"The service is satisfied with the 5 -star 'Resort'.

Parking is very comfortable.
Bath in the bathtub comfortably.

The view is moderately good.
3 minutes cut to pierce clogged toilet (complete)
Recommended bakery.

Don't expect amenity because it follows Jeju eco policy.",10.0,0.8955,6
8.4,"It was clean, cooking facilities, clean beds, and spacious rooms, making it easier than hotels.But the porch was a bit narrow and the toilet door was uncomfortable.I ate only one day, but it's okay.The lobby bakery bread was also delicious",4.0,0.8689,7
10.0,Inner space bedding is really clean and the view is good!I liked it so much that I was sorry to leave.,5.0,0.6793,2
9.6,"I'm going to see the sea behind, but it's fun to be a Lotte Hotel.",4.0,0.6652,1
9.6,"The room is spacious and clean, and the sea view is good.It was quiet while it seemed to be well soundproofed.If you follow the walkway behind the building, it's close to the cliff.The coffee is good at the lobby cafe and the bread is delicious.",10.0,0.8885,2
10.0,"Silla Lotte also stayed in the past, but this time, I visited the Korean condo that it was renewed as Kensington!

But the fact that the sea is better than where I stayed where I stayed where I stayed where I stayed where I stayed somewhere!

It was so good to stay regardless of the couple's family!
Later, I want to book a 50 -pyeong with my family!",6.0,0.9114,6
9.6,Will recommend to friends & relatives. Very comfortable.,4.0,0.8479,5
10.0,Recommend to all visitors,2.0,0.3612,5
10.0,Everything is good. Comfortable and clean. My wife wants to visit again.,7.0,0.836,7
10.0,If l go to Jeju again  l will definitely stay in this hotel again,0.0,0.4019,3
10.0,Great location and  spacious room.  Highly recommend!,6.0,0.8012,5
9.6,I like everything  just the shower room is a little bit of small.,2.0,0.3612,1
6.8,I choose this resort as I thought it is near to the beach and has swimming pool. But I was wrong. The swimming pool is closed for construction and the beach is so far away (it involves walking down a hill). Hence  there is nothing for us to do. The balcony did not have any chairs for us to sit down. Anyway the resort is so far away from the beach  there is not much sea view. Breakfast buffet is simple and nothing much to boost about. We went out in the morning to see the nearby waterfall and came back to a call to chase us out  said the check out time is 11am  which is too early. End up we can't take a shower before checking out. What a lousy stay. Will not recommend to anyone.,-1.0,-0.9377,5
7.6,"Nice Ocean View
Good Bed
Good Bakery",9.0,0.8225,2
5.2,Nothing special in this area.,0.0,-0.3089,2
10.0,"I was able to spend a happy time at a very nice hotel.
The schedule was changed in a hurry due to the typhoon, and I could only stay overnight, so I would like to stay here for a little longer next summer vacation.There were some staff who could speak Japanese, so I was able to spend with confidence.",10.0,0.9165,3
10.0,"It was my first trip to Cheju Island.It was good to meet a nice hotel.There were some staff who could speak Japanese, so I was able to stay with confidence.Also, when going to Cheju Island, I would like to use this.",10.0,0.802,3
10.0,"The room was large and there was a sense of liberation.
The sea was near and the morning walk was pleasant.
Breakfast was delicious and there was a lipi!",6.0,0.807,1
8.4,"The clerk always served customers with a smile and warm atmosphere.
It was convenient that the bus was connected to the immediate vicinity without transfer.",3.0,0.5267,2
8.8,"It is a renovated restaurant room. It is very, comfortable, and clean!We did n?t buy breakfast, but the first floor is that the bakery can buy some bread drinks. It is very affordable. There are also 7-11 to buy some simple food restaurant employees. It also helps to help online ordering orange-flavored fried chicken at night.",10.0,0.8604,1
8.0,Overall great place to crash for the night if you don?t fancy using the facilities much.,1.0,0.34,2
