,score,comment
365,10.0,Fresh air is really good
366,10.0,"It's hard to go back in a remote place, but the accommodation was good and the pool was good."
367,9.2,"It was so good for a family trip with infants ~
It's a pity that the indoor swimming pool is a bit small and low
Still good"
368,9.6,"I had to go into the middle of the middle, but the Hamdeok was close and the location was better than I thought.The bed was so comfortable that I could sleep without breaking.I thought it would be nice to use the family couple."
369,7.6,"Room condition is so good and all good
It's a canteen and bakery ... It's a bit expensive ...
The way to the swimming pool is too far ... ㅠㅠ ... ㅋㅋ
The location was also ambiguous, so it was hard to go out to eat."
370,7.6,"I went to early September and the accommodation was pretty and I liked the pool so much that I had two nights here.
He gave me a map, but for a day, I was looking for a room-front-restaurant for a day.
The food was as expensive and the pool was so pretty ~
I slept in the Lake View Room, but the view was so good.
I really want to go back.
However, the map is large enough to have a map, and when I left it, I learned the way ... I asked for ice in the evening, and the first day was late, so the restaurant was over, and when I came to the front, I understand and get to know.
The next day, I went to swimming, and I didn't buy dinner, so I ordered a chicken sold in the hotel and said I had to come to the restaurant.
I washed it while my friend was going to go, called the front and asked for ice.
But I'll talk to the restaurant, so I told you to go to the restaurant.I asked if I could bring it, and I told you about 3,000 won for room service.
The restaurant is the first basement floor and we have to turn around the two -thirds of the two -story wheel to change the elevator.
At first, it was amazing and fun, but it was bothersome to go on the first floor with Elbeta with tired body.
It took me how long it took and it took 10 minutes.
Then my friend brought a chicken, but I thought my friend was also ice.
So I told you to the restaurant and told me to talk to the front.
I don't know what the system it is, but ...
I asked for the ice. Say the front of the front of the restaurant. If you don't want to go to the restaurant, go to the restaurant.
To get out, I had to take a car and go out for at least 20 minutes and solve everything inside.
If you look at the quality of the hotel, it's obvious that you really want to go, but if you think about each small service, you can think that there is no service cost for hotel and only hotel quality and view (natural landscape).
If you want services and amenities, I would like to recommend Grand Hyatt."
371,9.2,I'll be here with Jeju next time!
372,10.0,It was a trip that was satisfied with both the Qinggu. I want to come again.
373,9.2,Neat and good
374,8.4,"The Eco -Land Hotel, which stayed in a late review, was excellent in the facility.
We were in a good place to swim in winter, but it was great.

Because it is located in Zhongshan
The nearby restaurant was close to at 7 o'clock, and I had to feel the inconvenience of having to go to Hamdeok to eat something.

The accommodation is so long on the second floor, so if you want to go to the lobby, it is a burden to move with your children."
375,10.0,Cost
376,10.0,I use Eco Land Golf and I like all the accommodations and convenience facilities.
377,9.6,"It was a family trip for two nights and three days, but it was cold, but the pool was warm, so the children were able to swim for two days, heated well, and the entire accommodation was quiet.
It wasn't a beach hotel, so I think it was okay except that the restaurant or convenience store had some streets around."
378,8.0,"I visited a new remodeling and opened a few years later.However, it was a bit uncomfortable to move from the hotel building to the room, but the room number sign is a bit unfortunate."
379,9.6,"Unexpectedly, the room was upgraded, so I stayed well in the lake view.For our couple, when cleanliness is important, we were clean and well -organized without dust and head, especially when we left our luggage and helped you again.Overall, it was very good to be able to use the latest five -star hotels at this price on a vast site."
380,10.0,"It's far from Jindo, but thanks to Ecorand
I went to see and watch and heal 🤗"
381,5.2,"I checked in twice, but the staff are not searching two times.

It was so hard that I was allocated to the end of the room almost twice.
Is it if you make a reservation in Agoda?
I just wanted to go to the pension.

The inside of the room was spacious, clean and nice ..

Others can also upgrade the lake view, but I just end in the building view ..."
382,8.8,It was so good and good
383,6.0,"The exterior is pretty, the swimming pool is good and the room is good ...
Forrest suite is uncomfortable at the end of the building next to it.
You're so far from the lobby pool parking lot.I think it would be nice to make another parking lot.Create a door to go out of the building directly from the Forest Suite.It's so sick that it's not so bad.Underground bakery bread is not too delicious?"
384,10.0,"I went to my family trip before my son enlisted.
It is an exotic and a hotel that goes well with nature.
Hotel hot water is free.I was not ready to swim.I had good memories with my family."
385,10.0,"The hotel is clean and the bed is warm.
The outdoor swimming pool was warm, so it was good to use in November.
If you come next time, you might want to stay in the hotel."
386,6.8,"It's clean and the atmosphere is relaxed.And the swimming pool is wide and the scenery is so good, but it was a pity that the location was a bit in every corner."
387,10.0,"The location was good and everything was comfortable, so I want to go to Jeju again next time!Wangchu!"
388,10.0,"Location facilities are also good
The staff are also friendly
It was good ~ ^^"
389,10.0,"The first two of the three nights were in the hotel because of the rain, but thanks to the swimming pool, the children had fun.
The room was clean and the hotel was clean and the breakfast menu was good.
However, there is a personal regret that it is difficult to use a short -range cafe or restaurant due to the location."
390,9.6,"The hotel was in the mountains, but the scenery was very nice and so pretty as it was.
Dinner buffet also came out a lot and quality was good.This is a hotel I want to go again."
391,10.0,"For seven years, the East and West are traveling to the Jeju Olle Festival.
On the day of arrival, after seeing the rainbow after raining.Room upgrades are said to be a weekend full reservation.
It is a luggage, melting, and arrives at the outdoor hot water pool.Suddenly, I fell off and thundered, and I made a warm thing in warm water and made another memory.
At the time of returning, at 50 % discount for guests
It was a nice finish
I will definitely go to the next trip"
392,10.0,Okay ~ I want to go again ~
393,10.0,"I used to rent two rooms as a family trip.The swimming pool was also good for a large and small sauna.The rooms were cleanly tidy and the staff were very kind!I booked this accommodation to see Eco -Land, but my family also liked it and became a satisfactory trip ^^"
394,7.2,"A place that blends well with the natural environment
Especially, families with young children think that they would like to visit when they travel."
395,8.8,"The floor was not a carpet but a tree, so it was good to be heated like ondol.The room was not narrow and big and it was good to rest.However, the kindness of the facilities and the front employees is unfortunate ..."
396,9.2,"Infinity pool is wide and good
Satisfied with family travelers.
I want to go again"
397,5.2,"The restaurant is not around, and the swimming pool is far from the room."
398,9.6,"I used it well at a really low price.The room has also been upgraded ^^ If you are thinking about wedding snaps, there are so many spots on the side.The warm hot water pool was also very satisfying"
399,10.0,"It's a new construction, so it's clean and the pool is so good
It's the best price"
400,10.0,"It's clean and located in Eco Land, making it too comfortable to use the hotel.The pool is also wide and good.
100%doctor"
401,8.4,The rooms and swimming pools are far and far from the neighboring restaurants.
402,8.8,clean
403,9.6,"It's so good to be a swimming pool in winter!
There are not many people than I thought, and the view is so good.
There is also a simple convenience store in the hotel and karaoke
And evening dinner buffet is so delicious!"
404,9.2,The hotel is so quiet and comfortable.
405,9.2,The hotel is so quiet and comfortable.
406,10.0,I want to go again
407,8.0,"It's okay for a family trip
There is not enough hotel convenience store"
408,8.0,"First of all, I liked the scenery around the hotel and I also liked bedding and room condition.
I chose only the pool, but the outdoor pool was so pretty and wide that I was satisfied with leaving or swimming with photos.
The downside is that the location is too far from the city, so there's nothing nearby, and even the shop in the hotel is open late and eat.There is not a lot of floors, so the distance to move to the facilities is quite far, especially when I go back to the swimming pool, I was uncomfortable to go to a long distance, so I showered in the dressing room.It seemed to be hard
I only saw the pool and I didn't apply for breakfast, but I was very satisfied with the price."
409,5.6,"I don't understand that there is no toothpaste toothbrush razor.Humidifier rental.Far out of the airport and breakfast is less priced.
Conclusion-not recommended."
410,9.2,Wow ... I like to come with my parents or girlfriend
411,9.6,Good air and good value for money
412,7.6,"very good.
However, there is a little distance from the room and the swimming pool."
413,7.6,"The location is quiet and quiet
It was good to have outdoor pools.
The outdoor pool was smaller than I thought
People
There aren't many, so I could use it well.
The rooms are neat and in the forest, so we often see bugs.
Some employees are kind and not kind.
First of all, the accommodation is good.However, those who are walking for Eco Land
There are a lot of movements overlap."
414,9.6,"The outdoor pool was very good
The accommodation is also good"
415,8.4,"Bedding for the swimming pool for the price for the price
It was a pity that the bed sheet could not be exchanged."
416,8.4,"Although the road to the pool was a little far away
Good price for price"
417,10.0,Kind and Buffer Restaurant is also delicious. The accommodation was also good.
418,9.6,"The accommodation is so pretty and clean.He rented a bed guard for infants, but thanks to it, he was able to sleep comfortably.The bakery cafe bread is delicious and the pool is pretty.It's a good idea to buy it in a convenience store, so you can buy it in advance."
419,10.0,"It is a hotel that reminds me of coming back ..
Happy hotel life for 2 weeks"
420,8.0,The facility is clean and the staff are kind
421,8.0,"The swimming pool tile was a bit dirty
The view was so good and the picture came out well, so satisfied
The staff were so friendly"
422,9.2,"I went with my friend's family who visited abroad, but the facilities were comfortable and the space was spent.The swimming pool is also a hot water pool, but it's November, but it was enough to enjoy outdoors.However, there aren't many shops nearby, so I think it's good to take the dinner distance or use the interior restaurant."
423,10.0,The best swimming pool ㅠㅠㅠ Room best
424,8.4,Happy day by day
425,10.0,"Cleans on the room state
The staff are all kind."
426,9.2,"The hotel was not a modern building, but it was amazing and nice to be pretty.I didn't feel kind to the front staff, but the staff of the staff of the restaurant who met the corridor journal were very kind.The swimming pool was warm and good and the dinner was delicious.I want to go again next time.Forrest buildings were far away.And you have to go directly to the lobby."
427,7.2,"The swimming pool is the best ㅠ
There is a long way to come to the room

And because there is nothing around
I was frustrated

But if you want to feel nature, I think it's good."
428,7.6,"The comfort of nature was so good.
When I checked in, all the staff were kind and the airport shuttle was so good.There is no convenience store in the hotel and there is a simple store.It smells like mold in the elevator.It was nice to have a large cypress bath in the room and the four seasons outdoor hot water.Hotel guest restaurant Eco Land discount is good."
429,10.0,All the convenience facilities were good.
430,10.0,The lobby and the staff are friendly and I liked the rooms ~ I will come to the wall again ^^
431,6.8,"The location is not so good that if you enter the hotel, you will be able to go somewhere.There is also a small street lamp on the night road, so it is dangerous when driving.But the year was not long, so it was clean and the hot water pool was good.But only one hot water pool was operated and the other was banned from using it."
432,8.0,".
You have to turn right at the front desk ...
And I didn't tell me in advance that I didn't even tell me in advance, so I got a phone call and knew it.
It doesn't seem like a service for a 5 -star hotel
. Forrest Sweet Room 28 -inch Carrier There was no place to open it."
433,9.6,"Clean and good
This is a good quiet hotel"
434,9.6,"It was 3 nights, but the staff were kind and neatly organized and the pool was so good.
If only the fitness hall is bigger and more, it would be nice ..."
435,9.6,"Pool Kids Facility is good.The road to the swimming pool has to cross the bridge outside the bridge, so it's a bit uncomfortable, and it's clean, wide and very good."
436,10.0,"Natural landscape, swimming pool, pocha, etc.
There were a lot of places to get closer."
437,8.8,"It's a pity that there's quite a way to the swimming pool
The charm of the accommodation surrounded by nature is very large.
The advantage is that it is clean because it is a hotel that has a lot to see and has not been built for a long time."
438,9.6,I used Eco Land CC and I was at the hotel.I also upgrade the room and I liked everything.I will use it when I come to golf again in the wall.
439,10.0,I like it so much.
440,6.0,"Swimming Pool Bad is paid.Where you put a light load
It should be seen.It's a hot water pool, but it's light in winter."
441,10.0,It's clean and the pool is the best.I'll visit you again next time
442,9.6,"It was good to feel the forest of Jeju because it has the infrastructure of Eco Land.
The pool is also wider than I thought, and it was great to see the sunset."
443,10.0,Joa -ryeong
444,10.0,"I think I was so good at choosing the hostel ~
It was a swimming pool facility
The dinner buffet was really good because it was really good.The dessert cake was so delicious :)
I want to come again next time"
445,10.0,I'm healing properly in Jeju Island ~ ㅎㅎ
446,10.0,It was good to have a reasonable price from a good trip with my family at a reasonable price.
447,8.0,"I checked in and bought it from the alumni market, but I was wandering around because I was not enough (too hard) and went to a convenience store.It's not a convenience store, but a number of things to sell at the price!I'm hungry, but there is no place to live in the hotel !!"
448,9.2,"I stayed with three and three
It was good to be late for the pool
The room condition was so good
The bed bad was Simmons, so it was like that.
But the unfortunate thing is that the pool is until 9:30
The snack bar is closed early
There is no restaurant operating late in the hotel.
That's too bad"
449,8.8,Breakfast bread and scrambled agga were good.The scenery in front of the hotel where I can see Hallasan was good to take pictures.
450,9.2,It's okay except for the location. The pool is pretty and good
451,9.6,"It was difficult, but the facilities were really good
Above all, the bathroom and the bathroom are clean
It was so great that it was so good !!!
I went so well with my husband
The Eco Land Theme Park was also good
I want to come back later and want to come back
I recommend Eco Land ~~~
The breakfast is also diverse, so the husband who is a Korean food
It was so delicious what I ate there
I went to another hotel and said it was good too.
I'll have a baby next time and I'll go to three!"
452,8.4,"Arriving as an anticipation class, the accommodation made me blow away from the exterior.
A accommodation like a fairy tale
Very pretty accommodation
As an assigned room aa
No ... why are you so pretty?
I feel like I'm a dwarf of Snow White?
The room was spacious and comfortable.
Bedding is also soft, so honey sleep
Expected swimming pool is also very satisfied
It was too bad to have a short trip.
Next time I'm going to come longer.
But the unfortunate thing is that there is nothing except the forest around.
There are no various foods."
453,9.6,"A nice appearance
Inside the unique room
Satisfied as a whole
I stayed at Wall Suite, but the bed size would be a bit more cut (not double, Queen or King)
It would be nice if there was a detailed guide map of the hotel
I stay comfortably
suggestion!"
454,3.6,There is no convenience store restaurant except for its own facilities.There is little to eat at the buffet.
455,9.2,It was a satisfactory hotel !!Swimming pool best !!
456,8.0,Check -in staff is a little unkind
457,7.6,"Advantages: It's not a carpet, it's good to go with Marura Eye
   When using the Eco Land Theme Park, it is discounted and connected immediately.
Disadvantages: Breakfast is weak
Then there should be other restaurants, but there is no but there is no need to go outside.
It's too crude to get to go by car to get to go away at night."
458,7.2,It's the best to tie it with children
459,8.0,"It was good to be able to solve everything in one place, especially the staff."
460,8.0,The pool is awesome
461,9.6,"The hallway (?) To the room is so pretty.The road to the room was a bit far, but the bedwis fire baths were clean and good.In particular, the ceiling is curved, so I feel like sleeping in a fairy tale country.Breakfast buffet is really the best.It is recommended to eat."
462,10.0,"The disadvantage is that it is hard to go without the location, but the facilities and services were so satisfying that they were not worried about them !!I'll definitely come back later"
463,9.6,"I stay very comfortably for 4 nights and 5 days.
The hotel room was so good and the staff were so friendly.I want to visit every time I go to Jeju."
464,10.0,The Picture of the hitting is the Picture Picture.
465,8.8,The best
466,4.8,"The pool and nature are really good.The accommodation stayed on the first floor of Lake View, but every morning, the tourists passed by and took pictures right in front of the hostel.It doesn't include breakfast in this price.In the next room, the baby wakes up at 7 am and tells what he says to screaming.If you go around from the entrance, the location is ambiguous, so you don't want to take a rest in your accommodation.I give you two fingers as well as two fingers."
467,10.0,"There was a little difficulty at the discount, but the Agoda side responded quickly, so it was solved well and it went well."
468,7.2,"I found out after seeing Youtube reviews again
I made a reservation against the pool
If you enjoy swimming all day!"
469,6.8,"I went to the kids when I was swimming, but the water temperature seems to come and I will come right away.
After 4 nights, I moved to the Parnas Hotel, but I enjoyed it in the hot water pool.
It seems like it won't go without summer
There is no place to eat around the hotel, so it is inconvenient because it has to go 30 minutes."
470,9.2,"The Eco Land Hotel was a very good hotel for price.
The environment inside the hotel felt like I was in Europe, the swimming pool was good (although it was a bit cold), especially the surrounding eco -land walk.After checking out, we finished the trip to the mountains, nature and wind at a stone culture park nearby."
471,8.8,the room was spotless and all the staffs were very helpful. this hotel is quite far from city center or any touristic spots  but I really enjoyed its peaceful atmosphere with wholesome natural environment.
472,7.6,"Price price!
I tied up cheaply at other lodgings and swimmed here, but it was just the right place.
It was not a convenience store, but it was only a snack bar, but it was very expensive and there was nothing to eat.
All this was all good
Outdoor pools are also romantic and enjoyed well
Next time, I want to buy Masit and visit!"
473,10.0,The pool was so good
474,9.6,"It was good to be able to enjoy the day without going out of the hotel.An emergency medicine is a convenience store?It sells at it, but the price is expensive and there are not many types.(30 minutes to the city) The evening menu was very satisfactory"
475,8.0,"As I saw in many reviews, it was like a maze or a cave."
476,10.0,It is a hotel that comes to mind even after coming to land.Room condition and the interior atmosphere was so good.The swimming pool is wide and the picture is so pretty.
477,9.6,It's very comfortable for the price!
478,10.0,It was so good to be with my family
479,10.0,"The amount is a bit expensive, but that's good
The promenade around the hotel is also good
If you go with your parents, you are very happy"
480,10.0,The room was clean and the bathroom was clean ... the swimming pool was also good.
481,9.2,"The swimming pool and the kindness of the room were also satisfied with the dinner, so I couldn't eat a lot because I couldn't eat a lot of 7:30.I filled it up because I didn't have a Zambong Melon, but I raised four more and I couldn't fill it anymore."
482,10.0,Ako Land is also good. It was better using the hotel.
483,9.6,"It was so good to think about room condition and bedding.It's soft, so I slept. But there was a noise between floors?
So I liked the pool too much."
484,8.4,"The weather was cold, so I couldn't enjoy it in the hostel.I was usually satisfied"
485,9.2,"The hotel was as pretty as a Smurf Hotel, and the deck connected to the lake and eco -land was the best and healing hotel."
486,6.8,It's hard to work other than accommodation ... It's too uncomfortable and you can't eat it if you don't use the buffet.
487,6.8,"Believing Eco Land !!
It was so good this time.
However, it was a bit unfortunate to have employees and services.
Breakfast is also breaking in the kitchen.
It was empty, but it didn't fill it for a long time.
I hope it will be improved.
Good job ^^"
488,9.2,"Believing Eco Land !!
It was so good this time.
However, it was a bit unfortunate to have employees and services.
Breakfast is also breaking in the kitchen.
It was empty, but it didn't fill it for a long time.
I hope it will be improved.
Good job ^^"
489,10.0,"The location is inland, not in the surrounding sightseeing spots or the beach, but it is convenient to move to tourist attractions near Jeju City or Gyo -rae."
490,9.6,Good Good Good
491,8.0,"I went without expectation and went to the Jungmun hotel every time and went to Eco -Land as a cost -effectiveness.It is recommended if the hardware is not the latest style, but if you want to relax without the need for tourism because it has a wide ground with a European hotel feeling.
However, it seemed to be a little insufficient to use the swimming pool facilities.
It was a pity that the Sunbed paid or the Towel US -made"
492,6.4,"Once you can't connect to the front of the room.I don't know if I'm not deliberately turned to the line, but I've never been connected for two nights and three days, so I went down to the lobby every time.
And even if you pay the cost, there is no additional bedding service.
Oh, and there is only one microwave all over the hotel.

In addition, the employees, including the housekeepers, are very friendly, clean and well -being, good kids room and satisfaction"
493,9.6,"Eco Land Hotel has an outdoor swimming pool more than other resorts or hotels in Korea.Adult pools and children's pools are significant
Also, it is so good to walk with Eco Land
However, the bread & coffee digging on the first floor of the basement will be served at 10 am at the cafe at 9 o'clock.It's a 5 -star hotel cafe, so I thought it was called ""10 o'clock.""Early the early morning cold bread came out at 10 o'clock and was disappointed."
494,8.4,"It's surrounded by the mountains, so you don't need to say good air ~ ^^ It's easy not to go out of the hotel after entering the hotel.Appropriate size swimming pool.Steamed delicious restaurant.Up to Ecorand next door! ^^ There are many things you can enjoy cheaply after leaving.Hotel fitness is very shining."
495,7.6,"The only advantage was one swimming pool.
It is natural in this class hotel, such as hygiene & employee attitudes.

disadvantage.
The location is so ambiguous.At least 40 minutes of round trips are basic to go out to eat or get to the city.

I wanted to play in Eco Land after leaving, but it's expensive to solve the meal at the hotel, and it's annoying to come back to eat.

Of course, the location is in the corner, but there are some nature -friendly
When I am a lover, I don't think I will visit again
If you have a child, I will visit again."
496,8.8,"I was able to sleep comfortably with room condition and mattresses.Breakfast buffet is also delicious, so it is better to include.It was the biggest advantage of Ecorand's walking on the child and hotel.However, the hotel location is too remote to go to eat.If you didn't move, it was a pity that there was no restaurant for lunch or dinner in the hotel.But this price was the best enough to come back."
497,8.8,"I felt the Mediterranean and I liked it that my husband chose well
Room condition
It was all good"
498,8.4,"In commemoration of your parents' birthday, you were satisfied with the good lodging of the two."
499,10.0,"The swimming pool where the pool can swim in the pool is a bit narrower than I thought
If you are lucky, you will be right if you are lucky, but you have to wait a few minutes if the weather is not good or the timing"
