score,comment,afinn_score,vader_score,cluster
10.0,"I brushed several homestays in Agoda, and from the beginning, they were attracted by the sea view and beautiful garden of this homestay. On the first night of Jeju Island, I lived in this homestay.Friends who accompanied their peers suddenly returned to China urgently. I was worried that Han won in cash. I asked the landlord to ask for a change of money.No cash, the landlord contacted me overnight, she helped me exchange.Moving nothing!IntersectionI do n?t know how to Korean and English. The landlord also contacted friends who know Chinese to communicate with me!There is also dinner and breakfast, and my wife is really great!Intersection",6.0,0.9213,6
10.0,"The scenery outside the window is very good, a lot of surrounding you eat, and the porridge made by the grandmother's grandmother in the morning can be bought, and the breakfast of the bed and breakfast is also very good!The boss is also very friendly. When you go out to play, you will give suggestions, make reference, and be very suitable for vacation.",10.0,0.8548,6
9.2,"The house is pretty good, clean and hygienic, duplex sea view, and there are good breakfast in the morning. The aunt will take the initiative to help the rent. I recommend a barbecue restaurant, which tastes good.It's not easy to find, and finally searched the positioning of the position near the home to take a taxi.",17.0,0.9259,6
8.4,"The scenery is invincible. When the floor -to -ceiling window is opened, it is the seaside. The sunlight comes in in the morning. We went in mid -September, not particularly hot, but the sea breeze was huge and mosquito was quite small.
The position is really partial. We took 600 from the city of Jeju. Recently, the starting price of the taxi at Seogeondo was getting off the bus.In fact, you can find some small roads to follow the navigation during the day.
There are no convenience stores near the homestay, but the manager of the store will simply Chinese, haha, he drove us to the bus station when he left.3000 won, it is much cheaper than a taxi.It is the station of Jeju Stadium, there is a large station and Xiguipu Bus Station, take 600 back to the city from there ~
The overall scenery is really good and suitable for vacation.If you do n?t have a car freely, just study more maps.",13.0,0.9659,6
10.0,"The sea is in front of you, and the bath water is also very comfortable, great",5.0,0.839,6
10.0,"There are 15 groups of large and small, and four rooms are set. The hotel has a good location and comfortable to live. The boss is very kind.The only disadvantage is that there are no fruit shops nearby, and you need to call a car when you go to the supermarket.The first time I went to the supermarket boss to drive, I was very kind.Walking for an hour and a half for the second and a half hours, I walked to Emart.The others are very good. The boss also helped me settle a bus. The price is cheaper than all the domestic apps. It is great.",12.0,0.8375,6
9.2,"The location of the bed and breakfast is not easy to find. It depends on the navigation all the way to find it all the way. It is recommended that you can come and live by yourself.The weather is not good, it has been raining",1.0,-0.461,6
10.0,"Clean rooms, cute homeowners, beautiful scenery, happy travel, look forward to goodbye next time:)",10.0,0.9231,6
10.0,"The homeowner aunt is super cute, the room is very clean, and the curtains are the yard and the sea. Listening to the sound of the waves at night, the aunt also helps to order fried chicken takeaway. The taste is very good. I will come here next time.",12.0,0.9402,6
10.0,It is impossible to blow the sun and blow the sea.You can look back at the Haikai to see Hanshan.There will be a meow in the yard to accompany you quietly.The first choice for a person to recuperate!,0.0,0.0,6
10.0,"The location where this homestay is located, and the scenery is very good, and it is relatively quiet. The boss is very enthusiastic. It will take us to take us to a delicious restaurant nearby. It is a good choice if it is a couple on vacation!You can take 600 roads at the door 5 of the airport, and then go to the World Cup or a front stop, which is relatively close ~",11.0,0.9131,6
10.0,The boss is a very kind people's room. The scenery is particularly good and drove us to another hotel owner in English.The boss lives happily,5.0,0.8882,6
10.0,"The hotel simply had nothing to say that the typhoon boss came to the airport to pick up the money on the airport that day, and we haven't collected the money for more than two hours.The hotel's scenery is also unpredictable, so much praise",3.0,0.5965,6
10.0,"The very friendly boss lady, although the location is a bit more partial.But very warm.The environment is good.Step in the seventh seventh seventh seventh.The first choice for leisure journey",6.0,0.5413,6
8.4,The landlord is very kind. We have been sleeping and missed breakfast. The landlord also helped us prepare a full breakfast to the room for us. It is very warm,1.0,0.5699,6
10.0,"Compared with self -driving tourists.The outside of the homestay is beautiful and the facilities are very complete.

Thank you for your proposal for my marriage proposal for me.
The contact staff wanted to ask them to prepare some auto balls and roses because they planned to propose here.
Although everyone has some language barriers, the staff is working hard to prepare us.",4.0,0.7414,6
8.0,The host is super friendly and helpful. She offered us free laundry service   helped us call for fried chicken delivery  and even prepared snacks for our mountain trip! Would love to stay here again!,12.0,0.9632,6
10.0,Very beautiful sea view  very nice landladies  thank you for driving us to the bus terminal  see you next time.,8.0,0.8764,6
10.0,recommended to drive here. staff is super friendly and responsive. they provided free breakfast every morning. a few convenience stores nearby.,10.0,0.9287,6
10.0,We loved our stay at this pension . The location was right next to the ocean and conveniently located walking distance to many shops and restaurants. The duplex was very clean and well stocked with all the amenities we needed. Breakfast was provided. The best part about our stay  however  was the staff who went above and beyond to help us find a service last-minute to deliver our bags to our next hotel across the island (because our car rental fell through) and who even offered to personally go and order us take-out for dinner when we first arrived as the restaurants were about to close. They were so kind and really made our stay wonderful. 감사?니?? ?무 즐거???간 보냈?니??,16.0,0.9781,6
9.6,"Stayed in a duplex room. Sleeps 3 comfortably on the beds and one on the floor (Korean style).
Breakfast of toast served with juice and coffee every morning.
The balcony opens to the waters and is a stone's throw away from the ocean. Very calming.
Had really good 3 night stay. Will return again if ever in Jeju again.",7.0,0.8396,6
10.0,Stayed for 4 nights here. The place was clean and sufficient for the both of us. Our room opened up to the garden and gorgeous view of the waters. We saw the sunrise and had breakfast at the garden. The owner provided us with information on getting around  and ensured we were well taken care of throughout.,4.0,0.9001,6
8.4,Very nice scenery  host was very kind and welcoming and even do a nice list in English to inform us all the nice places/restaurants to visit.,11.0,0.9445,6
10.0,"The view from the room was magnificent.
The warm hospitality from the lady who welcomed us and prepared breakfast and shared the must go places around jeju make it even better.
The place is clean and very comfortable.",14.0,0.9623,6
8.4,Cosy room with a little garden that oversee the sea ( we stay at ground level) . Staff is very pilot and give us nice american breakfast. Very near to one of the trail walk :),3.0,0.7003,6
