score,comment,afinn_score,vader_score,cluster
7.6,"It's been a few hours since I entered, but it's still hot, so I contacted the front front and check if the balcony door was closed well ...
If the balcony door is open, the air conditioner doesn't work ???

Every time it is hot, the balcony door is closed, so I opened the balcony door again and closed it.
Even if the air -conditioning wind comes out, it doesn't make it cool because it comes out.

As I checked out, I saw a fan in another room.There's a real thing ...
It was hot when I had breakfast in the morning ..
Is it because the facility is old ... ha ... it's not midsummer, but it's hot!

The staff were kind.
I don't think I will visit again.",8.0,0.9134,3
8.0,great place  easy to walk around the neighborhood  rooms are quite dark and humid. cleaning could be done better. staffs are very welcoming and kind.,8.0,0.9498,8
10.0,"I've been resting well.
The pool is not big, but I sent it comfortably",3.0,0.6428,6
8.0,It would be nice to take the pool or Kabana with the children.,3.0,0.4215,3
6.0,"I thought it was a good hotel in the past, so I went back to the past.However, the employees' services were kind.However, the facility was not undergoing.How about changing the curtain color ...",5.0,0.4404,4
9.2,"The location is so good.There is also a promenade and parents
You liked it so much.Breakfast is also diverse and good",8.0,0.6908,9
10.0,"I went to three friends, but the bed was good.
Room service price was so good ~!",6.0,0.8762,4
10.0,"The best hotel for the price, especially the terrace",3.0,0.6369,0
10.0,The warm response of the staff was good.,4.0,0.5859,5
2.4,"Sanitary condition is good.
Breakfast was also delicious.
I'm going to visit again when I travel.",6.0,0.765,4
8.8,"I went to the terrace ha, but I didn't really regret it.",0.0,0.6153,4
6.8,"Four families (including youth) are too narrow.It's hot, so it's hard to use the terrace.",-1.0,-0.1725,3
10.0,Good cleanliness and location,3.0,0.4404,9
8.8,It was so hot and humid that it was not used.Look at the weather and make a reservation,0.0,0.0,3
9.6,"It was smaller than Silla and Lotte, but it was good because it was cute and exotic.",5.0,0.8338,9
9.2,The employee's response is fast and friendly. I was assigned to the rooms that I asked before the accommodation and I asked one more room for the room.,2.0,0.4939,2
10.0,"It's good to use restaurants nearby, clean rooms and views are so good!",8.0,0.8313,9
6.4,"Because I talked backwards if I should go to the front defense
I went up and down ㅡ ㅡ
The family is narrow and the room is narrow.",0.0,0.128,4
6.0,"I don't think I'll go twice
The staff's explanation is not too sincerity",2.0,0.0,5
8.8,"The facilities such as the pool gym are not priced.
Nearly 4-5 pyeong of the gym?It is difficult to enjoy well because there are two kinds of running at the extent and the pool has a lot of babies.

but!!!
I must be a room with a terrace
Because the terrace is pretty…🫰",2.0,0.4168,1
9.2,"It was so good that it didn't cost for the pool and health.The breakfast is also clean, so it tasted.I think it was just the best for rest.",8.0,0.892,0
6.0,"I knew it was an old facility, but it was a pity to clean up
Bathroom drainage hair.",0.0,0.1901,6
7.2,"It is a good hotel among the Chinese luxury hotels
Used in the past and was okay
I decided to go to this trip
Running to the level of running almost from above
Thanks to the guests, in a narrow and stuffy room at 11 pm
I moved to Buryaburya, but I have already run away
I couldn't relax on my tired trip.

In the early evening, I told the staff that there was noise between floors.
The guests are at all
I don't know if there was no courtesy
I don't think I'm going to use it again because I am disappointed this time.",4.0,-0.8147,7
8.4,"I was in a hurry with a family trip, but it's not bad.",-3.0,0.5824,7
10.0,It is the best for families to use,3.0,0.6369,0
10.0,The rooms are also wider than the average hotels.,0.0,0.0,2
6.4,"I came with a friend, but it wasn't as luxurious than I thought.",1.0,0.2732,3
9.2,It's clean and the atmosphere is so good compared to the year,5.0,0.7537,9
10.0,It is the best price -effective 5 -star hotel between Lotte and Shilla Hotel.Both swimming breakfast accommodation is satisfactory.,5.0,0.8689,0
8.0,The pool is a bit old,0.0,0.0,6
10.0,The service is satisfied.Breakfast seems to be a taste difference!,2.0,0.0,4
4.8,"I was really unpleasant in the attitude of instructions.
Do I stay in this hotel?
I had a kiosk, so I thought I was self -checking in and went forward.
Why should I pay for it?
The female employee was really kind.
Men's staff (who are old) are the basic at the hotel.
I've noticed a few times, but I think it's too bad.
Giving money and noticing the staff .. ^^",-4.0,-0.4696,5
9.2,dot,0.0,0.0,3
9.2,"There was a bunker bed, so it was good to sleep
The terrace was really the advantage.
It was a pity that I couldn't use the terrace on a rainy day
I was very satisfied with the terrace reporting.",4.0,0.7214,1
8.0,"I am disappointed because it is too expected
In fact, I didn't expect the Shilla Hotel class
Restaurant restaurants, etc.
Too too ...
No re -examination.",-3.0,-0.6486,4
8.4,It's not bad overall,-3.0,0.431,3
2.0,"There are not one or two problems.I couldn't believe this was 5 stars.It's a room with my children, but I was surprised because there was a glass debris on the terrace.What if the kids stepped on?The stains were not managed at all, and the bedding was so damp that it was too damp.In spite of the front, the room moved.Besides, breakfast was more ridiculous.I told you that the herbs were fifty, and the chef said that it tastes good.The chef who says that or a staff who convey it…It was the worst.I think it's just a good job for foreigners.It's just a good value.Employees' attitudes are as good as a luxury hotel.It doesn't suit you.",6.0,0.8519,5
10.0,"The hygiene is clean, the staff are friendly, and it's good to go with the child !!",7.0,0.855,9
10.0,"Room condition location service interior is all satisfied.
The hotel is small and pretty.",3.0,0.7184,6
8.0,"If you use the spring autumn terrace room, it seems like you're camping.
But the facility is old",2.0,0.1901,6
10.0,"I put Jeju as a new day, but the hotel is so good.",3.0,0.7279,2
8.0,"There is a water purifier, so you can understand that you don't have a refrigerator, but it's a bit like a water purifier that comes out with cold water.Other facilities were good, so there was no big inconvenience.",3.0,0.1666,3
4.0,"There was a smell of squeezing in the cafe, and the bathroom was the same.",0.0,0.0,3
9.6,It's on the Jungmun side and right next to the Shilla Hotel!It is also good to walk and overall facilities are good.,6.0,0.7263,4
8.8,"It is a cheap hotel in Jungmun Complex.
It's good to stay and walk around the Shilla Hotel Parnas.But the cleaning state is sad.",1.0,-0.0516,2
7.2,"Duplex rooms were good to stay, and the child liked it because of the stairs.It was just because the floor was carpet and it wasn't a bit clean.I didn't use the facilities for only one night.The terrace scenery was pretty and the staff were kind.",10.0,0.9062,5
9.6,"It is a place where you can return to visit, but both locations and facilities are good.",3.0,0.5927,9
7.6,"The location was good and the room condition was good and the whole is satisfied
However, the staff unknowing when check -in.
The staff were kind during check -out.",10.0,0.9001,5
10.0,The location is good and the inside of the hostel is clean and good,8.0,0.8176,9
9.2,"The hotel is clean and located and the use is so convenient.Next to the Shilla Hotel, you can use the Shilla Hotel meals, walk the garden, go to Jungmun Sea, and are satisfied in many ways.",4.0,0.6705,4
9.6,It was good to be quiet because the hotel was quiet and relaxed.,5.0,0.7269,2
9.6,It was so good ㅎㅎ There are various hotels nearby and the facility Du Good Good,9.0,0.8605,9
10.0,Terrace room is clean and satisfied,4.0,0.6705,5
9.6,It was comfortable and good because there were two large beds with the double floor.It was good to have one TV for each bed.,8.0,0.8442,1
8.4,"Depending on the room, the view can be seen and the pool is narrow.The location is okay in the Chinese gate",0.0,0.2263,3
10.0,I rested really comfortably ^^,2.0,0.4754,6
10.0,great,3.0,0.6249,8
7.6,"The facilities for the price for the price were aging, especially the toilet toilet toilet/bathtub drainage, so I could not use it smoothly.I called the administrator in the middle, but the next day happened again.I think you should pay more attention to the facility.",-1.0,-0.1531,0
7.6,"The terrace is good, but it is a pity that there is a lack of facilities.The interior of the interior is also needed to suit the grade.I couldn't sleep comfortably with male guests who were not soundproofed, so I moved the room.",1.0,-0.7781,6
10.0,"It is next to the Shilla Hotel, clean and reasonable.",2.0,0.4019,4
8.4,Great accommodation.Pretty bathtub.Spacious living room,5.0,0.6249,8
5.2,"I made a reservation after seeing the review ... I was a little disappointed.
The interior frames were put on the shelf behind the bed ...
The dust is piled up between the frames.
If you don't think it's going to be managed, it's better to leave it away without such props.
Really .... ㅠㅠ
The places you see are neat places",-1.0,0.4391,7
8.4,great,3.0,0.6249,8
7.6,"Location is good.I stayed in a double -layered room, but I felt a little small, but there was no problem with an adult 3 child.It was a bit unfortunate that there was no indoor swimming pool, but I think it's a good hotel.",2.0,-0.8519,6
10.0,"It is a neat place without a lot.
I recommend it",2.0,0.224,3
8.4,It is good to use when the weather is good.,6.0,0.7003,9
10.0,The price is good and the room condition is good,6.0,0.7003,0
10.0,The room is spacious and clean,3.0,0.4019,9
10.0,"A place where you stayed because of the terrace !!There was a terrace on the side of the car, but it was a bit embarrassed, but it was so nice to buy it at the hostel and come to play !!",1.0,0.7871,9
10.0,"After traveling at Robbian Pub, a glass of beer is tired
The breakfast was also delicious
I loved the bedding so well.",4.0,0.8147,5
8.4,"Clean and good location .. It is small and old
I rested comfortably",7.0,0.8126,6
10.0,The bedding and cleaning staff were kind and everyone was satisfied.,4.0,0.7351,5
8.8,"Our couple living in Jeju Island sometimes stays in Jeju Hotels and stays in Jeju.Sweet Hotel Jeju Premier Sweet Room ~~ When check -in, the staff were very kind and the room was spacious and clean than expected. The bathroom had a bathtub and a shower booth and a large bathroom.For us who liked it, I couldn't sleep because it was a lot of honey, but the bedding was soft and clean.However, there was a lot of dust in the gap next to the refrigerator, which is not easy to reach.If you talk to the front just before 9 o'clock the day before, it helps to choose a breakfast at a discounted price next day.It was a pity that two pages of rudder and baked vegetables ate 60,000 won were a bit unfortunate ~~ And check -in event free drink coupons.I didn't receive it ~ In general, I liked the most was a large room.",20.0,0.9336,5
6.0,"I used a lot before Corona
It is not good compared to the old days.",-2.0,-0.3412,6
9.6,"The staff are also kind, clean and quiet",4.0,0.7269,5
10.0,The terrace room condition was the best and the atmosphere was good.,6.0,0.7964,0
10.0,"It's a great accommodation located between Shilla Hotel and Lotte Hotel.
Sit on the terrace and enjoy breakfast room service.
This is recommended!",7.0,0.8553,8
8.0,"Everything was fine, such as location, but the facilities are a bit unfortunate.",2.0,-0.5574,0
8.4,"It's a location, so it's a Jungmun complex.
If you don't like to be fluffy in a hard bed, Goryeo is Goryeo ^. ^",1.0,-0.3632,2
8.0,"The two -story bed and double beds were composed of a woman's net, and there was a terrace in front of you, so it was good to feel brunchy because it was a room service.",3.0,0.4877,1
7.6,"I stayed for three people, but I was very comfortable.",2.0,0.7086,2
8.8,"Good value for money and kindness
It is convenient because it is located in Jungmun",5.0,0.8074,3
10.0,Quiet and distant.I slept here.,0.0,0.0,3
8.0,You can also enjoy the water play and the room service breakfast is fantasy on the first floor.,2.0,0.6808,4
10.0,It's a price -based hotel.The staff were also kind and breakfast was fine and so good,7.0,0.8122,5
6.4,The toilet shower room facility,0.0,0.0,4
10.0,"There are a lot of terrace worms, but it's good to walk and bunker room good",6.0,0.8271,1
